name,sac_scale,surface,trail_visibility,bicycle,horse,wheelchair,dog,stroller
Likya Yolu 10.02,1.0,2.0,1.0,2,2,0,1,0
Trail 7,1.0,-1.0,1.0,2,2,0,1,0
Likya Yolu 11.03,1.0,2.0,1.0,2,2,0,1,0
Likya Yolu,1.0,-1.0,1.0,2,2,0,1,0
Darband To Shirpala,1.0,-1.0,0.0,2,2,0,1,0
Darband To Shirpala,1.0,-1.0,0.0,2,2,0,1,0
Darband To Shirpala,1.0,-1.0,0.0,2,2,0,1,0
Darband To Shirpala,1.0,-1.0,0.0,2,2,0,1,0
Darband To Shirpala,1.0,-1.0,0.0,2,2,0,1,0
Darband To Shirpala,1.0,-1.0,0.0,2,2,0,1,0
Lyra Yolu Ulupınar - Beycik 11.11,0.0,2.0,1.0,2,2,0,1,0
"Lyra Yolu - Fırıncık - Dört Göz 11.12   K13, K14 and B4b",1.0,2.0,1.0,2,2,0,1,0
Çukur Yayla - Ak Boyun K7,1.0,-1.0,1.0,2,2,0,1,0
Lyra Yolu 11.13 Ak Boyun - Kızılalan,1.0,2.0,1.0,2,2,0,1,0
Lyra Yolu 11.21,0.0,2.0,1.0,2,2,0,1,0
Lyra Yolu 11.21 Emzik Çeşmesi -Fırıncık and Beycik B5,1.0,2.0,1.0,2,2,0,1,0
Upper Beycik - Laodikea K13,0.0,1.0,1.0,2,2,0,1,0
Levada da Serra do Faial,0.0,-1.0,1.0,2,2,0,1,0
Likya Yolu 6.02,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 6.02,2.0,2.0,1.0,2,2,0,1,0
Likya Yolu 6.02,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 6.02,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 6.03,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 7.21,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 8.02,2.0,1.0,1.0,2,2,0,1,0
Likya Yolu 10.01,0.0,2.0,1.0,2,2,0,1,0
Longleaf Pine Trail,0.0,2.0,0.0,1,1,0,1,0
Longleaf Pine Trail,0.0,2.0,0.0,1,1,0,1,0
Vereda da Levada do Norte,0.0,-1.0,1.0,2,2,0,1,0
Avakas Gorge,1.0,2.0,2.0,2,2,0,1,0
Avakas Gorge,2.0,3.0,2.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
Butterfield Hiking Trail Spur,1.0,2.0,1.0,2,2,0,1,0
Carian Trail,1.0,-1.0,2.0,2,2,0,1,0
Crest to Carlito Springs Connector,1.0,2.0,2.0,2,2,0,1,0
Carlito Springs Loop Access Trail,0.0,2.0,0.0,2,2,0,1,0
Carlito Springs Loop Trail,1.0,2.0,0.0,2,2,0,1,0
YCC Bench Trail,1.0,2.0,1.0,2,2,0,1,0
Carlito Springs Loop Trail,1.0,2.0,0.0,2,2,0,1,0
Carlito Springs Loop Trail,0.0,2.0,0.0,2,2,0,1,0
Carlito Springs Loop Trail,1.0,2.0,0.0,2,2,0,1,0
Carlito Springs Loop Trail,0.0,2.0,0.0,2,2,0,1,0
황령산둘랫길,1.0,-1.0,1.0,2,2,0,1,0
황령산둘랫길,1.0,-1.0,1.0,2,2,0,1,0
낙동정맥,0.0,-1.0,1.0,2,2,0,1,0
Carian Trail,1.0,-1.0,2.0,2,2,0,1,0
Difficult areas. Danger!,3.0,-1.0,6.0,2,2,0,1,0
Ruta Cruz de la Mision (Roja),1.0,-1.0,1.0,2,2,0,1,0
Ruta Cruz de la Mision (Roja),1.0,-1.0,1.0,2,2,0,1,0
Neraks Yulchung Path,0.0,-1.0,1.0,2,2,0,1,0
Crest to Carlito Springs Connector,1.0,-1.0,1.0,2,2,0,1,0
Lobo Peak Spur,1.0,2.0,0.0,1,1,0,1,0
금북정맥(차동고개~학동고개),1.0,2.0,6.0,2,2,0,1,0
금북정맥(차동고개~학동고개),1.0,-1.0,6.0,2,2,0,1,0
금북정맥(차동고개~학동고개),1.0,0.0,6.0,2,2,0,1,0
금북정맥(차동고개~학동고개),1.0,-1.0,6.0,2,2,0,1,0
금북정맥(차동고개~학동고개),1.0,0.0,6.0,2,2,0,1,0
금북정맥(차동고개~학동고개),1.0,-1.0,6.0,2,2,0,1,0
금북정맥(차동고개~학동고개),1.0,0.0,6.0,2,2,0,1,0
Rocky Point to Service Road Connector,0.0,2.0,0.0,1,1,0,1,0
Ridge Trail,1.0,2.0,2.0,2,2,0,1,0
Norbu-Niddar-Sumdo Pass Trail,2.0,-1.0,2.0,2,2,0,1,0
Norbu-Niddar-Sumdo Pass Trail,2.0,-1.0,2.0,2,2,0,1,0
Line 300,1.0,-1.0,1.0,2,2,0,1,0
Ridge Trail,1.0,-1.0,1.0,2,2,0,1,0
South Crest Trail (130),1.0,2.0,0.0,1,1,0,1,0
South Crest Trail (130),1.0,2.0,0.0,1,1,0,1,0
Del Agua Trail (248),2.0,2.0,1.0,1,1,0,1,0
Old La Luz Trail,2.0,2.0,0.0,2,2,0,1,0
Domingo Baca Trail (230),1.0,2.0,1.0,2,2,0,1,0
Domingo Baca/Upper TWA Route,5.0,2.0,6.0,2,2,0,1,0
North Crest Trail (130),1.0,2.0,0.0,1,1,0,1,0
10K Trail South (200),1.0,2.0,0.0,1,1,0,1,0
10K Trail South (200),1.0,2.0,0.0,1,1,0,1,0
Piedra Lisa North (135),1.0,2.0,1.0,1,1,0,1,0
King of the Mountain,1.0,2.0,1.0,1,1,0,1,0
K1.5,3.0,2.0,6.0,2,2,0,1,0
K1.5,2.0,2.0,2.0,2,2,0,1,0
Vereda dos Currais,4.0,2.0,1.0,2,2,0,1,0
Kiwanis Meadow Trail (16),1.0,2.0,1.0,1,1,0,1,0
Switchback Trail (271),1.0,2.0,0.0,1,1,0,1,0
Switchback Trail (271),1.0,2.0,0.0,1,1,0,1,0
Switchback Trail (271),1.0,2.0,0.0,1,1,0,1,0
South Crest Trail (130),1.0,2.0,0.0,1,1,0,1,0
낙동정맥,0.0,-1.0,1.0,2,2,0,1,0
낙동정맥,0.0,-1.0,1.0,2,2,0,1,0
낙동정맥,1.0,2.0,1.0,2,2,0,1,0
Nakdong Jeongmaek Trail,1.0,2.0,1.0,2,2,0,1,0
Mabbit Springs Trail,0.0,2.0,1.0,2,2,0,1,0
Mabbit Springs Trail,0.0,2.0,1.0,2,2,0,1,0
Mabbit Springs Trail,0.0,2.0,1.0,2,2,0,1,0
Mabbit Springs Trail,0.0,2.0,1.0,2,2,0,1,0
Larrys Trail,2.0,2.0,2.0,2,2,0,1,0
Rocky Ridge Trail,1.0,2.0,1.0,2,2,0,1,0
Rocky Ridge Trail,1.0,2.0,1.0,2,2,0,1,0
Meadow Trail,1.0,2.0,1.0,2,2,0,1,0
Mud Spring Loop,1.0,2.0,1.0,2,2,0,1,0
Leopold Loop,1.0,2.0,1.0,2,2,0,1,0
Leopold Loop,1.0,2.0,1.0,2,2,0,1,0
Leopold Loop,1.0,2.0,1.0,2,2,0,1,0
Bushwack,1.0,2.0,1.0,2,2,0,1,0
Pajarito,1.0,2.0,1.0,2,2,0,1,0
Southwick Trail,1.0,2.0,1.0,2,2,0,1,0
Ponderosa spur,1.0,2.0,1.0,2,2,0,1,0
Oak Spur,1.0,2.0,1.0,2,2,0,1,0
Pinon Spur,1.0,2.0,1.0,2,2,0,1,0
Horseshoe Trail,1.0,2.0,1.0,2,2,0,1,0
Abbey Alley,1.0,2.0,1.0,2,2,0,1,0
Juniper Spur,0.0,2.0,1.0,2,2,0,1,0
Overlook,0.0,2.0,1.0,2,2,0,1,0
Yucca,1.0,2.0,1.0,2,2,0,1,0
Deer Track Trail,1.0,2.0,1.0,2,2,0,1,0
Rocky Ridge Trail,1.0,2.0,1.0,2,2,0,1,0
Horseshoe Trail,1.0,2.0,1.0,2,2,0,1,0
Rocky Ridge Trail,1.0,2.0,1.0,2,2,0,1,0
Mud Spring Loop,1.0,2.0,1.0,2,2,0,1,0
Mud Spring Loop,1.0,2.0,1.0,2,2,0,1,0
Lebanon Mountain Trail Section 26,0.0,2.0,1.0,2,2,0,1,0
Lebanon Mountain Trail Section 26,0.0,2.0,1.0,2,2,0,1,0
Lebanon Mountain Trail Section 26,0.0,2.0,1.0,2,2,0,1,0
Shilakong to Shilla,2.0,-1.0,4.0,2,2,0,1,0
Carian Trail,2.0,-1.0,6.0,2,2,0,1,0
Carian Trail,1.0,-1.0,4.0,2,2,0,1,0
Carian Trail,1.0,-1.0,4.0,2,2,0,1,0
Carian Trail,2.0,-1.0,1.0,2,2,0,1,0
Tims Toilet Bowl!!! (262),0.0,2.0,0.0,1,1,0,1,0
Red Tail,0.0,2.0,0.0,1,1,0,1,0
Red Tail (292),0.0,2.0,0.0,1,1,0,1,0
Down & Out (290),0.0,2.0,0.0,1,1,0,1,0
The Handle (293),0.0,2.0,0.0,1,1,0,1,0
EWOK (253),0.0,2.0,0.0,1,1,0,1,0
Prickly Pear (291),0.0,2.0,0.0,1,1,0,1,0
Preddy Little Diddy (261),0.0,2.0,0.0,1,1,0,1,0
Tightrope Trail (17),0.0,2.0,0.0,1,1,0,1,0
Strip Mine Trail (51),0.0,2.0,0.0,1,1,0,1,0
Carian Trail,2.0,-1.0,2.0,2,2,0,1,0
Pino Trail (140),1.0,2.0,0.0,2,2,0,1,0
Old Crest Trail,1.0,2.0,1.0,1,1,0,1,0
한남금북정맥 Hannam Geumbok Jeongmaek,0.0,2.0,1.0,2,2,0,1,0
한남금북정맥 Hannam Geumbok Jeongmaek,0.0,2.0,1.0,2,2,0,1,0
Hannam Geumbok Jeongmaek,0.0,0.0,1.0,2,2,0,1,0
Hannam Geumbok Jeongmaek,0.0,-1.0,1.0,2,2,0,1,0
Bart's Trail (225),2.0,2.0,1.0,1,1,0,1,0
Hobbies Trail (217),1.0,2.0,2.0,1,1,0,1,0
Connector Trail,0.0,2.0,0.0,2,2,0,1,0
Tennessee River Walk,0.0,0.0,1.0,2,2,0,1,0
Tennessee River Walk,0.0,0.0,1.0,2,2,0,1,0
Canoncito Trail (150),1.0,2.0,0.0,1,1,0,1,0
Bart's Trail (225),2.0,2.0,1.0,1,1,0,1,0
Faulty Trail (195),1.0,2.0,0.0,1,1,0,1,0
Benton MacKaye Trail,0.0,2.0,1.0,2,2,0,1,0
Benton MacKaye Trail,0.0,2.0,1.0,2,2,0,1,0
Beşparmak - Taşkent,1.0,3.0,2.0,2,2,0,1,0
Spence Ridge Trail,1.0,2.0,1.0,2,2,0,1,0
Likya Yolu 3.02,0.0,2.0,1.0,2,2,0,1,0
Tallulah Gorge Floor Trail,1.0,-1.0,1.0,2,2,0,1,0
Tallulah Gorge Floor Trail,1.0,-1.0,1.0,2,2,0,1,0
South Rim Trail,0.0,-1.0,1.0,2,2,0,1,0
South Rim Trail,0.0,-1.0,1.0,2,2,0,1,0
Carian Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
Carian Trail,0.0,2.0,2.0,2,2,0,1,0
Carian Trail,1.0,2.0,1.0,2,2,0,1,0
Carian Trail,1.0,2.0,0.0,2,2,0,1,0
Carian Trail,1.0,2.0,0.0,2,2,0,1,0
Carian Trail,1.0,2.0,0.0,2,2,0,1,0
Carian Trail,0.0,2.0,1.0,2,2,0,1,0
Carian Trail,2.0,2.0,2.0,2,2,0,1,0
Carian Trail,2.0,2.0,6.0,2,2,0,1,0
Carian Trail,0.0,2.0,1.0,2,2,0,1,0
Levada do Castelejo,1.0,0.0,1.0,2,2,0,1,0
Purgatory Chasm Trail,0.0,-1.0,1.0,2,2,0,1,0
Likya Yolu 3.12,2.0,2.0,1.0,2,2,0,1,0
Agua Sarca Trail (254),2.0,2.0,4.0,1,1,0,1,0
Butterfield Hiking Trail; Lake Trail,0.0,0.0,0.0,1,1,0,1,0
Butterfield Hiking Trail; Lake Trail,0.0,2.0,0.0,1,1,0,1,0
Butterfield Hiking Trail; Lake Trail,0.0,2.0,0.0,1,1,0,1,0
Butterfield Hiking Trail,1.0,-1.0,0.0,1,1,0,1,0
Butterfield Hiking Trail; Gorley King Trail,1.0,2.0,0.0,1,1,0,1,0
Butterfield Hiking Trail,1.0,2.0,0.0,1,1,0,1,0
Butterfield Hiking Trail; Gorley King Trail,1.0,2.0,0.0,1,1,0,1,0
Butterfield Hiking Trail,1.0,2.0,0.0,1,1,0,1,0
Butterfield Hiking Trail,1.0,2.0,0.0,1,1,0,1,0
Likya Yolu 6.03,0.0,2.0,1.0,2,2,0,1,0
Levada do Moinho,0.0,-1.0,1.0,2,2,0,1,0
Levada do Moinho,0.0,0.0,1.0,2,2,0,1,0
Levada do Moinho,0.0,2.0,1.0,2,2,0,1,0
Levada do Castelejo,1.0,2.0,1.0,2,2,0,1,0
Levada do Castelejo,1.0,-1.0,1.0,2,2,0,1,0
Levada do Castelejo,1.0,-1.0,1.0,2,2,0,1,0
Levada do Castelejo,1.0,-1.0,1.0,2,2,0,1,0
Levada do Castelejo,1.0,-1.0,1.0,2,2,0,1,0
Little San Lorenzo Spur,2.0,2.0,1.0,1,1,0,1,0
Overlook Spur Trail,1.0,2.0,0.0,1,1,0,1,0
San Lorenzo Ridge Trail,1.0,2.0,0.0,1,1,0,1,0
Little San Lorenzo Spur,1.0,2.0,0.0,1,1,0,1,0
Levada do Moinho,0.0,-1.0,1.0,2,2,0,1,0
금북정맥,1.0,2.0,1.0,2,2,0,1,0
금북정맥,1.0,2.0,1.0,2,2,0,1,0
Jutial - Baseem channel panorama walk,0.0,1.0,0.0,2,2,0,1,0
La Cueva Trail,2.0,2.0,2.0,2,2,0,1,0
Trail 305,0.0,2.0,0.0,1,1,0,1,0
Ponderosa Point Spur,2.0,2.0,1.0,2,2,0,1,0
Trail Foothills Trail (365),0.0,2.0,1.0,1,1,0,1,0
Pino Trail (140),1.0,0.0,0.0,2,2,0,1,0
Open Space Trail,0.0,2.0,0.0,1,1,0,1,0
Piedra Lisa Canyon Trail,2.0,3.0,1.0,2,2,0,1,0
Trail 4,0.0,2.0,1.0,2,2,0,1,0
Shamshad Trail,1.0,2.0,1.0,2,2,0,1,0
Second Ridge trail/track,0.0,-1.0,1.0,2,2,0,1,0
Hirogawahara Route,1.0,-1.0,1.0,2,2,0,1,0
Hirogawahara Route,1.0,-1.0,1.0,2,2,0,1,0
Second ridge trail,2.0,-1.0,4.0,2,2,0,1,0
Trail 401a,0.0,2.0,0.0,1,1,0,1,0
Juan Tabo La Luz Link (81),0.0,2.0,0.0,2,2,0,1,0
Piedra Lisa South (135),1.0,2.0,1.0,1,1,0,1,0
Pond Trail,0.0,0.0,0.0,2,2,0,1,0
Mano Trail,2.0,2.0,2.0,2,2,0,1,0
Likya Yolu 10.02,0.0,4.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Alfred Hale Connector (T94),1.0,2.0,1.0,1,1,0,1,0
Grindstone Canyon Loop (T96),1.0,2.0,1.0,1,1,0,1,0
Grindstone Connector (T98),1.0,2.0,1.0,1,1,0,1,0
Grindstone Ridge (97),1.0,2.0,1.0,1,1,0,1,0
Grindstone Mesa Loop (T95),1.0,2.0,1.0,1,1,0,1,0
Fisherman's Trail,0.0,-1.0,1.0,2,2,0,1,0
Bluffline Trail,1.0,2.0,1.0,2,2,0,1,0
금북정맥,1.0,-1.0,1.0,2,2,0,1,0
금북정맥,1.0,-1.0,1.0,2,2,0,1,0
금북정맥,1.0,-1.0,1.0,2,2,0,1,0
Alto Eagle Creek Trail,0.0,2.0,1.0,2,2,0,1,0
Alto Reservoir Loop Trail,0.0,1.0,1.0,2,2,0,1,0
Darband To Shirpala,1.0,0.0,0.0,2,2,0,1,0
Darband To Shirpala,1.0,-1.0,0.0,2,2,0,1,0
Darband To Shirpala,1.0,-1.0,0.0,2,2,0,1,0
Darband To Shirpala,1.0,-1.0,0.0,2,2,0,1,0
Rangdun-Lingshed,5.0,4.0,1.0,2,2,0,1,0
Kalinjer Trail,1.0,-1.0,1.0,2,2,0,1,0
Kalinjer Trail,0.0,-1.0,1.0,2,2,0,1,0
Shamshad Trail,1.0,2.0,1.0,2,2,0,1,0
Kiwanis Meadow Road (94),1.0,2.0,1.0,1,1,0,1,0
Caminho do Pináculo e Folhadal (PR17),1.0,1.0,1.0,2,2,0,1,0
Caminho do Pináculo e Folhadal (PR17),1.0,1.0,1.0,2,2,0,1,0
Mud Spring,1.0,-1.0,1.0,1,1,0,1,0
BVB,1.0,2.0,1.0,2,2,0,1,0
Mud Spring,1.0,-1.0,1.0,1,1,0,1,0
Mud Spring Loop,1.0,2.0,1.0,2,2,0,1,0
Mud Spring Loop,1.0,2.0,1.0,2,2,0,1,0
Jonesey's Jaunt,1.0,2.0,1.0,2,2,0,1,0
Domingo Baca/Upper TWA Route,5.0,2.0,1.0,2,2,0,1,0
칼바위-법계사 1.7Km 00:57,0.0,-1.0,1.0,2,2,0,1,0
Catwalk National Recreation Trail #207P,1.0,2.0,1.0,2,2,0,1,0
Catwalk National Recreation Trail #207P,1.0,2.0,1.0,2,2,0,1,0
Catwalk National Recreation Trail #207P,1.0,2.0,1.0,2,2,0,1,0
Drinking Fountain Trail (207),1.0,2.0,1.0,1,1,0,1,0
Vista Hiking Trail,1.0,2.0,1.0,2,2,0,1,0
Manganari Kalamos Trail,1.0,2.0,1.0,2,2,0,1,0
Manganari Kalamos Trail,1.0,2.0,1.0,2,2,0,1,0
Manganari Kalamos Trail,1.0,2.0,1.0,2,2,0,1,0
Manganari Kalamos Trail,1.0,2.0,1.0,2,2,0,1,0
Manganari Kalamos Trail,1.0,2.0,1.0,2,2,0,1,0
Manganari Kalamos Trail,1.0,2.0,1.0,2,2,0,1,0
Manganari Kalamos Trail,1.0,2.0,1.0,2,2,0,1,0
養乙女橋,0.0,-1.0,1.0,2,2,0,1,0
Manganari Kalamos Trail,1.0,2.0,1.0,2,2,0,1,0
Ioannis Monastery Trail,2.0,2.0,2.0,2,2,0,1,0
Ioannis Monastery Trail,2.0,2.0,2.0,2,2,0,1,0
Ioannis Monastery Trail,2.0,2.0,2.0,2,2,0,1,0
Kalamos Papa Rachi Trail,1.0,2.0,1.0,2,2,0,1,0
Pavillion Loop,0.0,2.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
Thalay La trek,2.0,-1.0,1.0,2,2,0,1,0
Thallay La trek,2.0,-1.0,1.0,2,2,0,1,0
Thallay La trek,1.0,-1.0,1.0,2,2,0,1,0
Inner Old Field Loop Trail,0.0,2.0,0.0,2,2,0,1,0
Inner Old Field Loop Trail,0.0,2.0,0.0,2,2,0,1,0
Inner Old Field Loop Trail,0.0,2.0,0.0,2,2,0,1,0
Inner Old Field Loop Trail,0.0,2.0,0.0,2,2,0,1,0
Old Field Creek Trail,0.0,2.0,0.0,2,2,0,1,0
Old Field Creek Trail,0.0,2.0,0.0,2,2,0,1,0
Old Field Creek Trail,0.0,2.0,0.0,2,2,0,1,0
낙동정맥,0.0,0.0,1.0,2,2,0,1,0
낙동정맥,0.0,2.0,1.0,2,2,0,1,0
Rito Quemado Trail (157),1.0,2.0,1.0,1,1,0,1,0
Ranger Rock,0.0,2.0,1.0,2,2,0,1,0
La Luz Trail (137),2.0,2.0,1.0,2,2,0,1,0
South Crest Trail (130),1.0,2.0,0.0,2,2,0,1,0
Kiwanis Cabin Trail (93),1.0,2.0,1.0,1,1,0,1,0
South Crest Trail (130),0.0,2.0,0.0,2,2,0,1,0
South Crest Trail (130),1.0,2.0,0.0,1,1,0,1,0
Old Sierra Mosca Trail,1.0,2.0,2.0,1,1,0,1,0
Samaria gorge,0.0,0.0,1.0,2,2,0,1,0
Samaria gorge,0.0,0.0,1.0,2,2,0,1,0
Oike Hiking Trail,0.0,2.0,1.0,2,2,0,1,0
Tateishiyama Nature Trail,2.0,2.0,1.0,2,2,0,1,0
Cathedral Wash,0.0,-1.0,1.0,2,2,0,1,0
Cathedral Wash,0.0,-1.0,1.0,2,2,0,1,0
North Kaibab Trail,1.0,-1.0,1.0,1,1,0,1,0
Supai Tunnel,1.0,-1.0,1.0,1,1,0,1,0
North Kaibab Trail,1.0,-1.0,1.0,1,1,0,1,0
North Kaibab Trail,1.0,-1.0,1.0,1,1,0,1,0
North Kaibab Trail,1.0,-1.0,1.0,1,1,0,1,0
North Kaibab Trail,1.0,-1.0,1.0,1,1,0,1,0
North Kaibab Trail,1.0,-1.0,1.0,1,1,0,1,0
North Kaibab Trail,1.0,-1.0,1.0,1,1,0,1,0
Bright Angel Trail,1.0,2.0,1.0,1,1,0,1,0
Bright Angel Trail,1.0,2.0,1.0,1,1,0,1,0
South Kaibab Trail,1.0,-1.0,1.0,1,1,0,1,0
Pitzer Road Public Fishing Area,0.0,0.0,0.0,2,2,0,1,0
Pitzer Road Public Fishing Area,0.0,0.0,0.0,2,2,0,1,0
Upper Pueblo Trail,0.0,-1.0,1.0,2,2,0,1,0
Skyline Alt,2.0,2.0,2.0,1,1,0,1,0
Donga Gali - Mukshpuri trail,1.0,2.0,1.0,2,2,0,1,0
Miranjani Trail,2.0,2.0,1.0,2,2,0,1,0
Rio Medio Trail (155),1.0,2.0,1.0,1,1,0,1,0
Capulin Trail (158),2.0,2.0,4.0,1,1,0,1,0
Mudeungsan Mountain Hiking Trail,1.0,-1.0,1.0,2,2,0,1,0
선운산 등산로,0.0,-1.0,1.0,2,2,0,1,0
Old La Luz Trail,2.0,2.0,2.0,2,2,0,1,0
River Trail,0.0,2.0,0.0,1,1,0,1,0
Farmhouse Spur,1.0,2.0,0.0,2,2,0,1,0
Farmhouse Spur,1.0,2.0,0.0,2,2,0,1,0
Farmhouse Spur,1.0,2.0,0.0,2,2,0,1,0
Neverland Outer Loop,1.0,2.0,0.0,2,2,0,1,0
Wormhole,1.0,2.0,0.0,2,2,0,1,0
Neverland Outer Loop,1.0,2.0,0.0,2,2,0,1,0
Neverland Outer Loop,1.0,2.0,0.0,2,2,0,1,0
Neverland Outer Loop,1.0,2.0,0.0,2,2,0,1,0
Capulin Trail (158),1.0,2.0,1.0,1,1,0,1,0
Cave Creek Trail (288),1.0,2.0,0.0,1,1,0,1,0
נחל השופט המסלול הנגיש,0.0,0.0,1.0,1,1,0,1,0
Lion Cave Trail,1.0,2.0,1.0,2,2,0,1,0
Lion Cave Trail,1.0,2.0,1.0,2,2,0,1,0
Winsor Ridge Trail (271),1.0,2.0,1.0,1,1,0,1,0
Winsor Ridge Trail (271),1.0,2.0,1.0,1,1,0,1,0
Oracle Ridge Trail #1,0.0,2.0,0.0,1,1,0,1,0
Winsor Trail (254),1.0,2.0,0.0,1,1,0,1,0
금북정맥(차동고개~학동고개),1.0,2.0,6.0,2,2,0,1,0
Lyra Yolu 11.12 - Laodikya - Dört Göz,1.0,2.0,1.0,2,2,0,1,0
Kuzgun Turu B3,0.0,-1.0,1.0,2,2,0,1,0
Kuzgun Turu B3,0.0,-1.0,1.0,2,2,0,1,0
Lyra Yolu - Laodikya - Dört Göz 11.12       Kuzgun Turu B3,1.0,2.0,1.0,2,2,0,1,0
Su Yolu Turu B1,0.0,-1.0,1.0,2,2,0,1,0
Su Yolu Turu B1,1.0,-1.0,1.0,2,2,0,1,0
Su Yolu Turu B1,0.0,-1.0,1.0,2,2,0,1,0
Su Yolu Turu B1,0.0,-1.0,1.0,2,2,0,1,0
Thallay La trek,1.0,-1.0,1.0,2,2,0,1,0
Fırıncık Turu B4,0.0,-1.0,1.0,2,2,0,1,0
Fırıncık Turu B4,0.0,-1.0,1.0,2,2,0,1,0
Thallay La trek,3.0,-1.0,1.0,2,2,0,1,0
Thallay La trek,2.0,-1.0,1.0,2,2,0,1,0
Kuzgun Turu B3 and Fırıncık Turu B4,0.0,-1.0,1.0,2,2,0,1,0
Lyra Yolu - Fırıncık - Dört Göz 11.12 and K13,1.0,2.0,1.0,2,2,0,1,0
Lyra Yolu 11.21 Emzik - Fırıncık and Peri Turu B9,0.0,1.0,1.0,2,2,0,1,0
Peri Turu B9 and Upper Beycik - Laodikea K13,0.0,1.0,1.0,2,2,0,1,0
Emzik to Üç Oluk B8,2.0,-1.0,1.0,2,2,0,1,0
Lyra Yolu - Laodikya - Dört Göz 11.12,2.0,2.0,1.0,2,2,0,1,0
Kaya Dibi Turu B6a,0.0,-1.0,1.0,2,2,0,1,0
Lyra Yolu 11.22 Dörtgöz - Tekirova,2.0,2.0,1.0,2,2,0,1,0
Yalçan to Karagöl and Üç Oluk B12,1.0,-1.0,1.0,2,2,0,1,0
Likya Yolu 11.02,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 11.03,1.0,2.0,1.0,2,2,0,1,0
Su Yolu Turu B1,0.0,-1.0,1.0,2,2,0,1,0
Domingo Baca/Upper TWA Route,4.0,2.0,1.0,2,2,0,1,0
"Beycik B1, K1, K18",0.0,-1.0,1.0,2,2,0,1,0
Afaim,1.0,2.0,1.0,2,2,0,1,0
Talala Trail,0.0,-1.0,1.0,2,2,0,1,0
Frijoles Canyon Trail (154),1.0,2.0,0.0,1,1,0,1,0
Likya Yolu 11.03,1.0,2.0,1.0,2,2,0,1,0
Darband To Shirpala,3.0,-1.0,0.0,2,2,0,1,0
Darband To Shirpala,3.0,-1.0,0.0,2,2,0,1,0
Muir Spur,1.0,2.0,1.0,2,2,0,1,0
Interp Trail,1.0,2.0,1.0,2,2,0,1,0
Picnic Table Loop,1.0,2.0,1.0,2,2,0,1,0
Jacques' Run,1.0,2.0,1.0,2,2,0,1,0
Overlook,0.0,1.0,1.0,2,2,0,1,0
Upper Pueblo Trail,0.0,-1.0,1.0,2,2,0,1,0
Lyra Yolu - Fırıncık - Dört Göz 11.12   K13 and B4b,1.0,2.0,1.0,2,2,0,1,0
BaekduDaegan,1.0,-1.0,1.0,2,2,0,1,0
שביל הגשר התלוי,0.0,0.0,1.0,2,2,0,1,0
שביל הגשר התלוי,0.0,0.0,1.0,2,2,0,1,0
Crow Branch Overlook Loop,0.0,2.0,0.0,2,2,0,1,0
Crow Branch Overlook Loop,0.0,2.0,0.0,2,2,0,1,0
Challenge Trail (233),1.0,2.0,0.0,1,1,0,1,0
Upper Pueblo Trail,0.0,-1.0,1.0,1,1,0,1,0
Upper Pueblo Trail,0.0,-1.0,1.0,1,1,0,1,0
8th Street Greenway,0.0,0.0,0.0,2,2,0,1,0
Bakers Creek Greenway,0.0,0.0,0.0,2,2,0,1,0
Bakers Creek Greenway,0.0,0.0,0.0,2,2,0,1,0
8th Street Greenway,0.0,0.0,0.0,2,2,0,1,0
Bakers Creek Greenway,0.0,0.0,0.0,2,2,0,1,0
Dove Trail,1.0,2.0,1.0,2,2,0,1,0
Bobcat Pass,1.0,2.0,1.0,2,2,0,1,0
Juniper Spur,0.0,1.0,1.0,2,2,0,1,0
Lost Spur,1.0,2.0,1.0,2,2,0,1,0
Mud Spring Loop,1.0,2.0,1.0,2,2,0,1,0
Lyra Yolu Dörtgöz- Tekirova 11.22,2.0,2.0,1.0,2,2,0,1,0
Lyra Yolu Dörtgöz- Tekirova 11.22,1.0,2.0,1.0,2,2,0,1,0
2.7Km,1.0,-1.0,1.0,2,2,0,1,0
출렁다리,1.0,-1.0,1.0,2,2,0,1,0
지지리 (743지방도)- 중재,1.0,-1.0,1.0,2,2,0,1,0
지지리 (743지방도)- 중재,1.0,-1.0,1.0,2,2,0,1,0
Tucker Creek Walking/Bike Trail,0.0,0.0,1.0,2,2,0,1,0
Tucker Creek Walking/Bike Trail,0.0,0.0,1.0,2,2,0,1,0
Tucker Creek Walking/Bike Trail,0.0,0.0,1.0,2,2,0,1,0
Tucker Creek Walking/Bike Trail,0.0,0.0,1.0,2,2,0,1,0
Tucker Creek Walking/Bike Trail,0.0,0.0,1.0,2,2,0,1,0
BVB,1.0,2.0,1.0,2,2,0,1,0
