name,sac_scale,surface,trail_visibility,bicycle,horse,wheelchair,dog,stroller
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
삼마골재-해인산장,1.0,-1.0,1.0,2,2,0,1,0
West Rim Trail,0.0,-1.0,0.0,2,2,0,1,0
West Rim Trail,0.0,0.0,0.0,2,2,0,1,0
한남금북정맥 Hannam Geumbok Jeongmaek,0.0,2.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
비법정탐방로,1.0,2.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
비법정탐방로,1.0,2.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
비법정탐방로,1.0,2.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,4.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,4.0,-1.0,1.0,2,2,0,1,0
비법정탐방로,1.0,2.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
비법정탐방로,1.0,2.0,1.0,2,2,0,1,0
Wheeler Peak Trail #90,1.0,2.0,1.0,1,1,0,1,0
옥녀봉 등산로,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
밤티재 생태이동통로,4.0,-1.0,1.0,2,2,0,1,0
시어동-문장대-밤티재-늘재,1.0,-1.0,1.0,2,2,0,1,0
lamayur padum trek,1.0,4.0,0.0,2,2,0,1,0
Homestead Trail,0.0,2.0,1.0,2,2,0,1,0
낙남정맥,1.0,-1.0,1.0,2,2,0,1,0
Fuente de la Adelfa (Azul),1.0,-1.0,1.0,2,2,0,1,0
낙남정맥,1.0,-1.0,1.0,2,2,0,1,0
낙남05,1.0,-1.0,1.0,2,2,0,1,0
Chimney Canyon Route,3.0,2.0,2.0,2,2,0,1,0
North Crest Spur,1.0,2.0,1.0,1,1,0,1,0
North Crest Trail (130),1.0,2.0,0.0,1,1,0,1,0
Copper Canyon Trail #10,1.0,-1.0,1.0,1,1,0,1,0
Rainbow Falls Trail,0.0,2.0,0.0,2,2,0,1,0
Rainbow Falls Trail,0.0,2.0,0.0,2,2,0,1,0
Rainbow Falls Trail,0.0,2.0,0.0,2,2,0,1,0
Rainbow Falls Trail,0.0,2.0,0.0,2,2,0,1,0
Rainbow Falls Trail,0.0,2.0,0.0,2,2,0,1,0
Rainbow Falls Trail,0.0,2.0,0.0,2,2,0,1,0
Rainbow Falls Trail,0.0,2.0,0.0,2,2,0,1,0
Rainbow Falls Trail,0.0,2.0,0.0,2,2,0,1,0
Rainbow Falls Trail,0.0,2.0,0.0,2,2,0,1,0
Rainbow Falls Trail,0.0,2.0,0.0,2,2,0,1,0
Rainbow Falls Trail,0.0,2.0,0.0,2,2,0,1,0
NAGNAMJUNGMAG,1.0,-1.0,1.0,2,2,0,1,0
NAGNAMJUNGMAG,1.0,-1.0,1.0,2,2,0,1,0
낙남정맥,1.0,-1.0,1.0,2,2,0,1,0
稲荷山線歩道,0.0,2.0,1.0,2,2,0,1,0
금북정맥,1.0,-1.0,1.0,2,2,0,1,0
大山橋,1.0,-1.0,1.0,2,2,0,1,0
금북정맥,1.0,-1.0,1.0,2,2,0,1,0
四国のみち遊歩道,0.0,-1.0,0.0,2,2,0,1,0
West Rim Trail,0.0,0.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,-1.0,1.0,2,2,0,1,0
낙동정맥,1.0,2.0,1.0,2,2,0,1,0
낙동정맥,1.0,2.0,1.0,2,2,0,1,0
낙동정맥,1.0,2.0,1.0,2,2,0,1,0
낙동정맥,1.0,2.0,1.0,2,2,0,1,0
낙동정맥,1.0,-1.0,1.0,2,2,0,1,0
낙동정맥,1.0,2.0,1.0,2,2,0,1,0
낙동정맥,1.0,-1.0,1.0,2,2,0,1,0
낙동정맥,1.0,2.0,1.0,2,2,0,1,0
낙동정맥,1.0,-1.0,1.0,2,2,0,1,0
낙동정맥,0.0,2.0,1.0,2,2,0,1,0
낙동정맥,0.0,-1.0,1.0,2,2,0,1,0
등산로,0.0,-1.0,1.0,2,2,0,1,0
Amigos Wash Trail,0.0,2.0,2.0,1,1,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,0.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
浅間山登山道,1.0,-1.0,0.0,2,2,0,1,0
Bongwhasan Mt. Tail,1.0,2.0,1.0,2,2,0,1,0
Horang Mountain Tail,1.0,2.0,1.0,2,2,0,1,0
한남금북정맥,0.0,-1.0,1.0,2,2,0,1,0
낙남정맥,1.0,-1.0,1.0,2,2,0,1,0
CT_Snow Falls Trail,0.0,2.0,1.0,2,2,0,1,0
low water shortcut,0.0,-1.0,1.0,2,2,0,1,0
low water shortcut,0.0,-1.0,1.0,2,2,0,1,0
낙동정맥,0.0,0.0,1.0,2,2,0,1,0
낙동정맥,1.0,0.0,1.0,2,2,0,1,0
낙동정맥,0.0,-1.0,1.0,2,2,0,1,0
낙동정맥,0.0,2.0,1.0,2,2,0,1,0
낙동정맥,0.0,-1.0,1.0,2,2,0,1,0
낙동정맥,0.0,-1.0,1.0,2,2,0,1,0
낙동정맥,1.0,-1.0,1.0,2,2,0,1,0
낙동정맥,1.0,0.0,1.0,2,2,0,1,0
낙동정맥,1.0,-1.0,1.0,2,2,0,1,0
낙동정맥,0.0,-1.0,1.0,2,2,0,1,0
낙동정맥,0.0,-1.0,1.0,2,2,0,1,0
낙동정맥,0.0,-1.0,1.0,2,2,0,1,0
낙동정맥,0.0,-1.0,1.0,2,2,0,1,0
Bluff Trail,0.0,-1.0,1.0,2,2,0,1,0
Bluff Trail,0.0,-1.0,1.0,2,2,0,1,0
Bluff Trail,0.0,2.0,1.0,2,2,0,1,0
Bluff Trail,0.0,-1.0,1.0,2,2,0,1,0
Bluff Trail,0.0,-1.0,1.0,2,2,0,1,0
Cravens House Trail,0.0,2.0,1.0,2,2,0,1,0
Cravens to Mtn Beautiful Trail,0.0,-1.0,1.0,2,2,0,1,0
Glen Falls Trail,0.0,-1.0,1.0,2,2,0,1,0
Guild Trail,0.0,1.0,1.0,2,2,0,1,0
Gum Spring Trail,0.0,-1.0,1.0,2,2,0,1,0
Gum Spring Trail,0.0,-1.0,1.0,2,2,0,1,0
Hardy Trail,0.0,-1.0,1.0,2,2,0,1,0
Jackson Gap Trail,0.0,-1.0,1.0,2,2,0,1,0
Jackson Gap Trail,0.0,-1.0,1.0,2,2,0,1,0
Jackson Gap Trail,0.0,-1.0,1.0,2,2,0,1,0
John Smartt Trail,0.0,-1.0,1.0,2,2,0,1,0
John Smartt Trail,0.0,-1.0,1.0,2,2,0,1,0
John Smith and Jackson Gap Trails,0.0,-1.0,1.0,2,2,0,1,0
Kiddie Trail,0.0,-1.0,1.0,2,2,0,1,0
Mountain Beautiful Trail,0.0,-1.0,1.0,2,2,0,1,0
Mountain Beautiful Trail,0.0,-1.0,1.0,2,2,0,1,0
Point Park Trails,0.0,-1.0,1.0,2,2,0,1,0
Point Park Trails,0.0,-1.0,1.0,2,2,0,1,0
Rifle Pits Trail,0.0,-1.0,1.0,2,2,0,1,0
Shingle Trail,0.0,-1.0,1.0,2,2,0,1,0
Skyuka Trail,0.0,-1.0,1.0,2,2,0,1,0
Skyuka Trail,0.0,-1.0,1.0,2,2,0,1,0
Skyuka Trail,0.0,-1.0,1.0,2,2,0,1,0
Skyuka Trail,0.0,-1.0,1.0,2,2,0,1,0
Skyuka Trail,0.0,-1.0,1.0,2,2,0,1,0
Skyuka Trail,0.0,-1.0,1.0,2,2,0,1,0
Skyuka Trail,0.0,-1.0,1.0,2,2,0,1,0
Skyuka Trail,0.0,-1.0,1.0,2,2,0,1,0
Skyuka Trail,0.0,-1.0,1.0,2,2,0,1,0
Skyuka Trail,0.0,-1.0,1.0,2,2,0,1,0
Skyuka Trail,0.0,-1.0,1.0,2,2,0,1,0
Southend Trail,0.0,-1.0,1.0,2,2,0,1,0
Sunset Rock Trail,0.0,-1.0,1.0,2,2,0,1,0
Trail to Illinois Monuments,0.0,-1.0,1.0,2,2,0,1,0
Upper Truck Trail,0.0,1.0,1.0,2,2,0,1,0
Upper Truck Trail,0.0,-1.0,1.0,2,2,0,1,0
Upper Truck Trail,0.0,-1.0,1.0,2,2,0,1,0
Upper Truck Trail,0.0,1.0,1.0,2,2,0,1,0
Upper Truck and Gum Sprint Trails,0.0,-1.0,1.0,2,2,0,1,0
Whiteside Trail,0.0,-1.0,1.0,2,2,0,1,0
Mountain Beautiful Trail,0.0,-1.0,1.0,2,2,0,1,0
Guild Trail,0.0,-1.0,1.0,2,2,0,1,0
Guild Trail,0.0,-1.0,1.0,2,2,0,1,0
Guild Trail,0.0,-1.0,1.0,2,2,0,1,0
Guild Trail,0.0,-1.0,1.0,2,2,0,1,0
Company Mill Trail,0.0,2.0,0.0,2,2,0,1,0
Blue Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,0.0,2,2,0,1,0
Mountain Trail of Jinrye Mt.,1.0,-1.0,1.0,2,2,0,1,0
Mountain Trail of Yeongchwi Mt.,1.0,-1.0,1.0,2,2,0,1,0
Bongwhasan Mt. Tail,1.0,-1.0,2.0,2,2,0,1,0
KA1,0.0,-1.0,1.0,2,2,0,1,0
Bongwhasan Mt. Tail,1.0,-1.0,1.0,2,2,0,1,0
Gunma Ridge Trail,1.0,-1.0,1.0,2,2,0,1,0
Gubong Mountain's Round Walkway,0.0,2.0,0.0,2,2,0,1,0
Plunge Basin Trail,0.0,2.0,1.0,2,2,0,1,0
Erwin's View Trail,0.0,2.0,1.0,2,2,0,1,0
망마산 등산로 (Mangma Mountain Trail),1.0,2.0,1.0,2,2,0,1,0
Levada de Cima,0.0,0.0,1.0,2,2,0,1,0
Natural Arch Trail,1.0,2.0,1.0,2,2,0,1,0
離山南口登山道,0.0,2.0,0.0,2,2,0,1,0
離山登山道,0.0,2.0,1.0,2,2,0,1,0
離山南口登山道,0.0,2.0,0.0,2,2,0,1,0
백운산 등산로 (Baek-un Mountain Trail),3.0,-1.0,1.0,2,2,0,1,0
Baek-un Mountain Trail,3.0,-1.0,1.0,2,2,0,1,0
Baek-un Mountain Trail,2.0,-1.0,1.0,2,2,0,1,0
Northeast Texas Trail,0.0,2.0,1.0,2,2,0,1,0
Levada da Serra do Faial/Levada da Faja da Nogueira,2.0,-1.0,1.0,2,2,0,1,0
Levada da Serra do Faial/Levada da Faja da Nogueira,2.0,-1.0,1.0,2,2,0,1,0
Chojirotan,5.0,-1.0,1.0,2,2,0,1,0
大菩薩峠線,1.0,-1.0,1.0,2,2,0,1,0
Rainbow Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Rainbow Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Bee Branch Trail,0.0,2.0,1.0,2,2,0,1,0
Bee Branch Trail,0.0,2.0,1.0,2,2,0,1,0
Bee Branch Trail,0.0,2.0,1.0,2,2,0,1,0
Signal Point Trail,0.0,2.0,1.0,2,2,0,1,0
Signal Point Trail,0.0,2.0,1.0,2,2,0,1,0
Levada do Caldeirão Verde,1.0,2.0,0.0,2,2,0,1,0
Levada do Caldeirão Verde,1.0,2.0,0.0,2,2,0,1,0
Levada do Caldeirão Verde,1.0,2.0,0.0,2,2,0,1,0
Levada do Caldeirão Verde,1.0,-1.0,0.0,2,2,0,1,0
Levada do Caldeirão Verde,1.0,0.0,0.0,2,2,0,1,0
Levada do Caldeirão Verde,1.0,2.0,0.0,2,2,0,1,0
Levada do Caldeirão Verde,1.0,0.0,0.0,2,2,0,1,0
Likya Yolu 13.01,1.0,2.0,1.0,2,2,0,1,0
Likya Yolu 13.01,1.0,2.0,1.0,2,2,0,1,0
Lyra Yolu 11.21 Emzik - Fırıncık and K13,0.0,1.0,1.0,2,2,0,1,0
To Karkas Summit,1.0,-1.0,1.0,2,2,0,1,0
Likya Yolu 5.02,1.0,2.0,1.0,2,2,0,1,0
Likya Yolu 3.05,0.0,2.0,1.0,2,2,0,1,0
Tang Galoo - Hesarchal,5.0,2.0,1.0,2,2,0,1,0
To Alam Kouh Summit and Back,5.0,-1.0,1.0,2,2,0,1,0
To Alam-Kouh Summit and Back,5.0,-1.0,1.0,2,2,0,1,0
"Yeosu Geumodo Bireong-gil, Course 1",0.0,2.0,1.0,2,2,0,1,0
Lashgarak,5.0,-1.0,1.0,2,2,0,1,0
Sendero Camino de los Charcones,0.0,1.0,1.0,2,2,0,1,0
Cottonwood Springs Trail,0.0,0.0,1.0,2,2,0,1,0
鳌太线(东跑马梁-大爷海),0.0,-1.0,1.0,2,2,0,1,0
鳌太线（水窝子-2800）,1.0,-1.0,2.0,2,2,0,1,0
鳌太线(西跑马梁),0.0,-1.0,4.0,2,2,0,1,0
塘口-盆景园,0.0,-1.0,0.0,2,2,0,1,0
二爷海-铁甲树-厚轸子,1.0,-1.0,1.0,2,2,0,1,0
鳌太线（太白梁-东塬）,0.0,-1.0,1.0,2,2,0,1,0
Ingles Field Gap,0.0,2.0,1.0,2,2,0,1,0
Ken Patrick Trail,0.0,2.0,1.0,1,1,0,1,0
Cape Final Trail,0.0,2.0,0.0,2,2,0,1,0
Uncle Jim Trail,0.0,2.0,1.0,1,1,0,1,0
Baekdudaegan,0.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,0.0,-1.0,1.0,2,2,0,1,0
Khomeh Spur,1.0,2.0,0.0,2,2,0,1,0
Schnebly Hill Trail,0.0,2.0,1.0,1,1,0,1,0
Cathedral Rock Trail,1.0,2.0,1.0,1,1,0,1,0
Coconino Loop,0.0,2.0,1.0,1,1,0,1,0
Summit Trail,2.0,2.0,1.0,1,1,0,1,0
Baekdudaegan,0.0,-1.0,1.0,2,2,0,1,0
Horang Mountain Tail,1.0,-1.0,1.0,2,2,0,1,0
Horang Mountain Tail,1.0,-1.0,1.0,2,2,0,1,0
Horang Mountain Tail,1.0,-1.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Company Mill Trail,0.0,2.0,0.0,2,2,0,1,0
Dry Lakes West Overlook Trail,0.0,2.0,2.0,2,2,0,1,0
El Viejo Corazon Trail,1.0,2.0,0.0,2,2,0,1,0
Waterrock Knob Trail,1.0,0.0,0.0,2,2,0,1,0
Waterrock Knob Trail,1.0,2.0,0.0,2,2,0,1,0
Kaibab Suspension Bridge,1.0,-1.0,1.0,1,1,0,1,0
Point Imperial Trail,1.0,2.0,1.0,2,2,0,1,0
Nature Trail,0.0,-1.0,1.0,2,2,0,1,0
Outer Loop Trail,0.0,-1.0,1.0,2,2,0,1,0
West Palisades,0.0,2.0,1.0,2,2,0,1,0
West Palisades,0.0,2.0,1.0,2,2,0,1,0
West Palisades,0.0,2.0,1.0,2,2,0,1,0
Nature Trail to Kakopetria,0.0,-1.0,1.0,2,2,0,1,0
Mountain Loop Trail,1.0,2.0,0.0,2,2,0,1,0
Mountain Loop Trail,1.0,2.0,0.0,2,2,0,1,0
Mountain Loop Trail,1.0,2.0,0.0,2,2,0,1,0
Mountain Loop Trail,1.0,2.0,0.0,2,2,0,1,0
Tanawha Trail,1.0,2.0,1.0,2,2,0,1,0
Cragway Trail,2.0,2.0,0.0,2,2,0,1,0
Daniel Boone Scout Trail,1.0,2.0,1.0,2,2,0,1,0
Nuwati Trail,0.0,2.0,1.0,2,2,0,1,0
Pilot Knob Trail,1.0,2.0,0.0,2,2,0,1,0
Grindstone Trail,1.0,2.0,0.0,2,2,0,1,0
Ledge Spring Trail,1.0,2.0,0.0,2,2,0,1,0
Jomeokee Trail,1.0,2.0,0.0,2,2,0,1,0
Grindstone Trail,1.0,2.0,0.0,2,2,0,1,0
Jumpingoff Rocks Trail,1.0,1.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Woods Mountain Trail,1.0,2.0,0.0,1,1,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Neusiok Trail,0.0,2.0,1.0,2,2,0,1,0
Neusiok Trail,0.0,2.0,1.0,2,2,0,1,0
Neusiok Trail,0.0,2.0,1.0,2,2,0,1,0
Neusiok Trail,0.0,2.0,1.0,2,2,0,1,0
Rhododendron Trail,0.0,-1.0,0.0,2,2,0,1,0
Moores Wall Loop Trail,1.0,2.0,0.0,2,2,0,1,0
Moores Wall Loop Trail,1.0,-1.0,0.0,2,2,0,1,0
2077. Cadde,0.0,-1.0,1.0,2,2,0,1,0
Hangover Trail,3.0,3.0,1.0,2,2,0,1,0
Thornburg Trail,0.0,2.0,0.0,2,2,0,1,0
San Francisco Hot Springs Trail (250),1.0,2.0,0.0,1,1,0,1,0
Levada Nova,1.0,-1.0,1.0,2,2,0,1,0
Likya Yolu 10.01,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 10.02,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 10.02,1.0,2.0,1.0,2,2,0,1,0
Likya Yolu 10.02,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 10.02,1.0,2.0,1.0,2,2,0,1,0
Likya Yolu 11.01,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 12.01,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 12.12,0.0,2.0,1.0,2,2,0,1,0
"Yeosu Geumodo Bireong-gil, Course 2",0.0,2.0,1.0,2,2,0,1,0
"Yeosu Geumodo Bireong-gil, Course 3",0.0,2.0,1.0,2,2,0,1,0
"Bireong-gil, Course 4",0.0,-1.0,1.0,2,2,0,1,0
"Yeosu Geumodo Bireong-gil, Course 5",0.0,0.0,1.0,2,2,0,1,0
مسیر کوهنوردی درکه به پناهگاه پلنگچال,0.0,-1.0,1.0,2,2,0,1,0
مسیر کوهنوردی درکه به پناهگاه پلنگچال,0.0,-1.0,1.0,2,2,0,1,0
درکه به پناهگاه پلنگچال,0.0,2.0,0.0,2,2,0,1,0
مسیر کوهنوردی درکه به پناهگاه پلنگچال,0.0,-1.0,1.0,2,2,0,1,0
مسیر کوهنوردی درکه به پناهگاه پلنگچال,0.0,-1.0,1.0,2,2,0,1,0
مسیر کوهنوردی درکه به پناهگاه پلنگچال,0.0,-1.0,1.0,2,2,0,1,0
مسیر کوهنوردی درکه به پناهگاه پلنگچال,0.0,-1.0,1.0,2,2,0,1,0
مسیر کوهنوردی درکه به پناهگاه پلنگچال,0.0,-1.0,1.0,2,2,0,1,0
مسیر کوهنوردی درکه به پناهگاه پلنگچال,0.0,-1.0,1.0,2,2,0,1,0
مسیر کوهنوردی درکه به پناهگاه پلنگچال,0.0,-1.0,1.0,2,2,0,1,0
مسیر کوهنوردی درکه به پناهگاه پلنگچال,0.0,-1.0,1.0,2,2,0,1,0
مسیر کوهنوردی درکه به پناهگاه پلنگچال,0.0,-1.0,1.0,2,2,0,1,0
مسیر کوهنوردی درکه به پناهگاه پلنگچال,0.0,-1.0,1.0,2,2,0,1,0
مسیر کوهنوردی درکه به پناهگاه پلنگچال,0.0,-1.0,1.0,2,2,0,1,0
Levada da Serra do Faial/Levada da Faja da Nogueira,2.0,-1.0,1.0,2,2,0,1,0
Levada da Serra do Faial/Levada da Faja da Nogueira,2.0,-1.0,1.0,2,2,0,1,0
Graybeard Trail,1.0,2.0,0.0,2,2,0,1,0
Beşparmak - Taşkent,2.0,3.0,5.0,2,2,0,1,0
Likya Yolu 13.01,0.0,-1.0,1.0,2,2,0,1,0
Gubongsan Mt. Hiking Trails,1.0,-1.0,1.0,2,2,0,1,0
Gubongsan Mt. Hiking Trails,1.0,-1.0,1.0,2,2,0,1,0
Gubongsan Mt. Hiking Trails,1.0,-1.0,1.0,2,2,0,1,0
Gubongsan Mt. Hiking Trails,1.0,-1.0,1.0,2,2,0,1,0
Janggunsan Mt. Hiking Trails,1.0,-1.0,1.0,2,2,0,1,0
Janggunsan Mt. Hiking Trails,1.0,-1.0,1.0,2,2,0,1,0
Jogyesan Mt. Hiking Trail,1.0,2.0,1.0,2,2,0,1,0
Jogyesan Mt. Hiking Trail,1.0,-1.0,1.0,2,2,0,1,0
Jogyesan Mt. Hiking Trail,1.0,-1.0,1.0,2,2,0,1,0
Jogyesan Mt. Hiking Trail,1.0,-1.0,1.0,2,2,0,1,0
Jogyesan Mt. Hiking Trail,1.0,-1.0,1.0,2,2,0,1,0
Levada do Caldeirão do Inferno,0.0,2.0,0.0,2,2,0,1,0
Graybeard Trail,1.0,2.0,0.0,2,2,0,1,0
Old Trestle Road,1.0,2.0,0.0,2,2,0,1,0
Rhododendron Gap Trail,1.0,2.0,0.0,1,1,0,1,0
Wilburn Ridge Trail,2.0,2.0,1.0,2,2,0,1,0
Battlefield Trail,0.0,0.0,0.0,2,2,0,1,0
岩間道,2.0,-1.0,1.0,2,2,0,1,0
北縦走路,2.0,2.0,1.0,2,2,0,1,0
岩間道,2.0,-1.0,1.0,2,2,0,1,0
白山別当出合線,1.0,-1.0,0.0,2,2,0,1,0
楽々新道,2.0,2.0,1.0,2,2,0,1,0
加賀禅定道,2.0,2.0,1.0,2,2,0,1,0
Shaka New Trail,2.0,2.0,1.0,2,2,0,1,0
観光新道,1.0,2.0,1.0,2,2,0,1,0
Mount Lemmon Trail #5,1.0,2.0,1.0,1,1,0,1,0
深田公園コース,0.0,-1.0,0.0,2,2,0,1,0
深田公園コース,1.0,-1.0,0.0,2,2,0,1,0
Osun,1.0,-1.0,1.0,2,2,0,1,0
Osun,1.0,-1.0,1.0,2,2,0,1,0
Lava Flow Nature Trail,0.0,0.0,0.0,2,2,0,1,0
Lava Flow Nature Trail,0.0,0.0,0.0,2,2,0,1,0
ex Via Elorina,0.0,4.0,1.0,2,2,0,1,0
Paddy's Creek Trail,0.0,2.0,0.0,2,2,0,1,0
Paddy's Creek Trail,0.0,2.0,0.0,2,2,0,1,0
Paddy's Creek Trail,0.0,2.0,0.0,2,2,0,1,0
Paddy's Creek Trail,0.0,2.0,0.0,2,2,0,1,0
Paddy's Creek Trail,0.0,2.0,0.0,2,2,0,1,0
Paddy's Creek Trail,0.0,1.0,0.0,2,2,0,1,0
Paddy's Creek Trail,0.0,2.0,0.0,2,2,0,1,0
Paddy's Creek Trail,0.0,2.0,0.0,2,2,0,1,0
Fishing Pier Trail,0.0,2.0,0.0,2,2,0,1,0
Fox Den Loop Trail,1.0,2.0,0.0,2,2,0,1,0
Fox Den Loop Trail,1.0,2.0,0.0,2,2,0,1,0
Fox Den Loop Trail,0.0,0.0,0.0,2,2,0,1,0
Sach Pass Bhagotu Trail,1.0,-1.0,1.0,2,2,0,1,0
Sach Pass Bhagotu Trail,1.0,-1.0,1.0,2,2,0,1,0
Sach Pass Bhagotu Trail,1.0,-1.0,1.0,2,2,0,1,0
Sach Pass Bhagotu Trail,1.0,-1.0,1.0,2,2,0,1,0
Satrundi Sach Pass Trail,2.0,-1.0,1.0,2,2,0,1,0
South Kaibab Trail,1.0,-1.0,1.0,1,1,0,1,0
Access to High Desert Trail,1.0,2.0,1.0,2,2,0,1,0
Cowpens Battlefield Trail,0.0,0.0,0.0,2,2,0,1,0
Birdhouse Ridge,1.0,2.0,0.0,1,1,0,1,0
Open Ponds Trail,0.0,2.0,0.0,2,2,0,1,0
Survey Trail (203),1.0,2.0,0.0,1,1,0,1,0
10K Trail South (200),1.0,2.0,0.0,1,1,0,1,0
Osha Loop Trail (201),1.0,2.0,0.0,1,1,0,1,0
Tunnel Canyon,1.0,2.0,0.0,1,1,0,1,0
Otero Canyon,1.0,2.0,0.0,1,1,0,1,0
56B Gnasty with a G,1.0,2.0,0.0,1,1,0,1,0
FR 106,1.0,2.0,1.0,1,1,0,1,0
Blue Ribbion,1.0,2.0,0.0,1,1,0,1,0
Embudo Horse Bypass (193A),1.0,2.0,1.0,1,1,0,1,0
White Wash Trail,2.0,2.0,2.0,2,2,0,1,0
Kreta - Potamos-Ag.Ioanis,1.0,-1.0,1.0,2,2,0,1,0
Oso Ridge Trail,2.0,2.0,2.0,2,2,0,1,0
Graveyard Ridge Trail,1.0,-1.0,1.0,2,2,0,1,0
Tree Spring Trail (147),1.0,2.0,0.0,1,1,0,1,0
Ruta Cruz de la Mision (Roja),1.0,-1.0,1.0,2,2,0,1,0
"空木岳登山道, 池山自然遊歩道",0.0,2.0,0.0,2,2,0,1,0
CCC Trail,2.0,2.0,1.0,1,1,0,1,0
Bart's Trail (225),2.0,2.0,1.0,1,1,0,1,0
Canoncito Trail (150),1.0,2.0,0.0,1,1,0,1,0
Faulty Trail (195),1.0,2.0,0.0,1,1,0,1,0
Faulty Trail (195),1.0,2.0,0.0,1,1,0,1,0
Upper Faulty Loop (195A),1.0,2.0,0.0,1,1,0,1,0
Camino de la Cuesta,1.0,1.0,1.0,2,2,0,1,0
Oso Corredor Trail (265),1.0,2.0,1.0,1,1,0,1,0
Sulphur Canyon Trail (281),0.0,2.0,0.0,1,1,0,1,0
Bill Spring Trail (196),0.0,2.0,0.0,1,1,0,1,0
Armijo Trail (222),0.0,2.0,0.0,1,1,0,1,0
Osha Spring Trail (247),1.0,2.0,1.0,1,1,0,1,0
Penasco Blanca Trail (334),1.0,2.0,2.0,1,1,0,1,0
Ellis Trail (202),1.0,2.0,0.0,1,1,0,1,0
空木岳登山道,1.0,2.0,0.0,2,2,0,1,0
Beatty's Trail (25),1.0,2.0,0.0,1,1,0,1,0
Jack's Creek Trail (257),1.0,2.0,0.0,1,1,0,1,0
David Canyon Road,1.0,2.0,1.0,1,1,0,1,0
Cajun Turkey,1.0,2.0,0.0,1,1,0,1,0
Wild Turkey,1.0,2.0,1.0,1,1,0,1,0
David Canyon Road,1.0,2.0,1.0,1,1,0,1,0
Turkey Trot,1.0,2.0,1.0,1,1,0,1,0
Drop In,1.0,2.0,1.0,1,1,0,1,0
West Boundary,0.0,2.0,1.0,1,1,0,1,0
MT. Horang Round Walkway,0.0,-1.0,1.0,2,2,0,1,0
Likya Yolu 4.01,1.0,2.0,1.0,2,2,0,1,0
Likya Yolu 4.02,0.0,2.0,1.0,2,2,0,1,0
Coyote,1.0,2.0,1.0,1,1,0,1,0
Mighty Mule,1.0,2.0,1.0,1,1,0,1,0
Chamisoso,1.0,2.0,1.0,1,1,0,1,0
Powerline,1.0,2.0,1.0,1,1,0,1,0
Bear Creek Backcountry Trail,1.0,2.0,0.0,2,2,0,1,0
Bear Creek Backcountry Trail,2.0,2.0,1.0,2,2,0,1,0
Bear Creek Backcountry Trail,2.0,2.0,1.0,2,2,0,1,0
Bear Creek Backcountry Trail,2.0,2.0,1.0,2,2,0,1,0
Bear Creek Backcountry Trail,2.0,2.0,1.0,2,2,0,1,0
Bear Creek Backcountry Trail,2.0,2.0,1.0,2,2,0,1,0
Shilla - Yogma La - Kanji,1.0,2.0,1.0,2,2,0,1,0
Rangdun - Kanji,3.0,-1.0,2.0,1,1,0,1,0
Vereda Francisco Achadinha,1.0,2.0,0.0,2,2,0,1,0
